"Transparencia","giroscopio X","giroscopio Y","Vermelho","Verde","Azul","Branco","Label"
81,580,594,14,19,20,52,'Laminas de Ferro'
78,532,527,10,14,14,38,'Laminas de Ferro'
80,188,170,13,20,22,90,'Laminas de Ferro'
80,39,43,14,24,22,58,'Laminas de Ferro'
81,86,90,14,21,22,58,'Laminas de Ferro'
82,147,143,10,15,15,40,'Laminas de Ferro'
78,341,377,8,11,11,29,'Laminas de Ferro'
81,590,617,10,14,15,37,'Laminas de Ferro'
80,639,666,13,19,20,52,'Laminas de Ferro'
78,605,612,6,8,9,21,'Laminas de Ferro'
79,489,470,13,18,18,50,'Laminas de Ferro'
78,131,131,7,10,10,26,'Laminas de Ferro'
79,54,38,6,8,9,20,'Laminas de Ferro'
81,116,97,12,18,18,47,'Laminas de Ferro'
82,160,159,6,8,9,20,'Laminas de Ferro'
82,440,480,6,9,9,23,'Laminas de Ferro'
81,633,668,12,18,18,47,'Laminas de Ferro'
80,644,643,7,10,10,25,'Laminas de Ferro'
86,579,597,9,14,14,37,'Laminas de Ferro'
82,326,314,11,16,16,43,'Laminas de Ferro'
90,70,82,8,11,11,29,'Laminas de Ferro'
84,85,84,9,14,15,37,'Laminas de Ferro'
84,144,169,11,16,17,43,'Laminas de Ferro'
93,261,308,12,18,17,43,'Laminas de Ferro'
155,605,663,6,10,11,28,'Laminas de Ferro'
129,685,739,6,9,9,23,'Laminas de Ferro'
123,642,682,4,8,9,23,'Laminas de Ferro'
130,535,563,6,10,10,29,'Laminas de Ferro'
163,208,229,7,16,19,45,'Laminas de Ferro'
154,169,194,4,7,7,22,'Laminas de Ferro'
176,216,222,1,3,3,9,'Laminas de Ferro'
166,569,589,2,4,4,12,'Laminas de Ferro'
119,687,707,4,6,6,17,'Laminas de Ferro'
246,655,713,2,4,4,11,'Laminas de Ferro'
376,378,339,2,3,3,8,'Laminas de Ferro'
159,124,143,8,14,15,38,'Laminas de Ferro'
163,185,183,10,16,16,41,'Laminas de Ferro'
124,319,379,10,14,15,38,'Laminas de Ferro'
67,568,643,13,18,20,52,'Laminas de Ferro'
67,675,722,14,18,20,50,'Laminas de Ferro'
52,633,693,12,20,20,50,'Laminas de Ferro'
61,572,626,15,22,23,58,'Laminas de Ferro'
60,276,298,12,18,20,52,'Laminas de Ferro'
60,121,145,5,6,7,16,'Laminas de Ferro'
58,149,160,12,17,19,47,'Laminas de Ferro'
57,191,233,14,20,22,55,'Laminas de Ferro'
58,429,474,13,18,20,50,'Laminas de Ferro'
55,632,696,7,9,10,23,'Laminas de Ferro'
54,652,699,14,20,22,83,'Laminas de Ferro'
378,738,698,12,18,20,50,'Laminas de Ferro'
518,635,579,13,17,19,45,'Laminas de Ferro'
659,368,304,9,12,13,34,'Laminas de Ferro'
248,165,183,8,11,12,32,'Laminas de Ferro'
236,211,232,7,10,10,27,'Laminas de Ferro'
279,306,333,5,6,7,18,'Laminas de Ferro'
120,625,688,10,15,15,38,'Laminas de Ferro'
121,666,707,10,16,16,41,'Laminas de Ferro'
124,636,657,11,16,17,45,'Laminas de Ferro'
112,513,496,12,17,18,43,'Laminas de Ferro'
110,170,136,11,17,18,45,'Laminas de Ferro'
93,116,114,11,15,16,41,'Laminas de Ferro'
196,214,198,7,10,10,27,'Laminas de Ferro'
165,258,259,9,12,13,32,'Laminas de Ferro'
137,504,526,10,13,15,37,'Laminas de Ferro'
126,684,680,9,12,13,33,'Laminas de Ferro'
122,624,637,13,18,20,50,'Laminas de Ferro'
103,559,554,9,12,13,34,'Laminas de Ferro'
115,336,327,13,20,21,52,'Laminas de Ferro'
110,73,116,9,12,13,34,'Laminas de Ferro'
113,153,167,10,14,15,38,'Laminas de Ferro'
150,254,267,8,11,12,30,'Laminas de Ferro'
112,357,401,12,17,19,47,'Laminas de Ferro'
134,714,721,8,11,11,28,'Laminas de Ferro'
126,674,708,11,15,16,41,'Laminas de Ferro'
120,620,669,7,10,10,25,'Laminas de Ferro'
131,505,517,10,13,15,37,'Laminas de Ferro'
131,124,163,8,11,11,27,'Laminas de Ferro'
84,99,89,12,18,19,47,'Laminas de Ferro'
109,130,141,11,14,16,40,'Laminas de Ferro'
85,201,193,12,17,18,47,'Laminas de Ferro'
83,522,570,8,9,10,22,'Laminas de Ferro'
152,669,696,9,12,13,32,'Laminas de Ferro'
537,816,754,3,4,5,13,'Laminas de Ferro'
80,639,666,13,19,20,52,'Laminas de Ferro'
78,605,612,6,8,9,21,'Laminas de Ferro'
79,489,470,13,18,18,50,'Laminas de Ferro'
78,131,131,7,10,10,26,'Laminas de Ferro'
79,54,38,6,8,9,20,'Laminas de Ferro'
81,116,97,12,18,18,47,'Laminas de Ferro'
82,160,159,6,8,9,20,'Laminas de Ferro'
82,440,480,6,9,9,23,'Laminas de Ferro'
81,633,668,12,18,18,47,'Laminas de Ferro'
80,644,643,7,10,10,25,'Laminas de Ferro'
86,579,597,9,14,14,37,'Laminas de Ferro'
82,326,314,11,16,16,43,'Laminas de Ferro'
90,70,82,8,11,11,29,'Laminas de Ferro'
84,85,84,9,14,15,37,'Laminas de Ferro'
84,144,169,11,16,17,43,'Laminas de Ferro'
93,261,308,12,18,17,43,'Laminas de Ferro'
155,605,663,6,10,11,28,'Laminas de Ferro'
129,685,739,6,9,9,23,'Laminas de Ferro'
123,642,682,4,8,9,23,'Laminas de Ferro'
130,535,563,6,10,10,29,'Laminas de Ferro'
163,208,229,7,16,19,45,'Laminas de Ferro'
154,169,194,4,7,7,22,'Laminas de Ferro'
176,216,222,1,3,3,9,'Laminas de Ferro'
166,569,589,2,4,4,12,'Laminas de Ferro'
119,687,707,4,6,6,17,'Laminas de Ferro'
246,655,713,2,4,4,11,'Laminas de Ferro'
376,378,339,2,3,3,8,'Laminas de Ferro'
159,124,143,8,14,15,38,'Laminas de Ferro'
163,185,183,10,16,16,41,'Laminas de Ferro'
124,319,379,10,14,15,38,'Laminas de Ferro'
67,568,643,13,18,20,52,'Laminas de Ferro'
67,675,722,14,18,20,50,'Laminas de Ferro'
52,633,693,12,20,20,50,'Laminas de Ferro'
61,572,626,15,22,23,58,'Laminas de Ferro'
60,276,298,12,18,20,52,'Laminas de Ferro'
60,121,145,5,6,7,16,'Laminas de Ferro'
58,149,160,12,17,19,47,'Laminas de Ferro'
57,191,233,14,20,22,55,'Laminas de Ferro'
58,429,474,13,18,20,50,'Laminas de Ferro'
55,632,696,7,9,10,23,'Laminas de Ferro'
54,652,699,14,20,22,83,'Laminas de Ferro'
378,738,698,12,18,20,50,'Laminas de Ferro'
518,635,579,13,17,19,45,'Laminas de Ferro'
659,368,304,9,12,13,34,'Laminas de Ferro'
248,165,183,8,11,12,32,'Laminas de Ferro'
236,211,232,7,10,10,27,'Laminas de Ferro'
279,306,333,5,6,7,18,'Laminas de Ferro'
120,625,688,10,15,15,38,'Laminas de Ferro'
121,666,707,10,16,16,41,'Laminas de Ferro'
124,636,657,11,16,17,45,'Laminas de Ferro'
112,513,496,12,17,18,43,'Laminas de Ferro'
110,170,136,11,17,18,45,'Laminas de Ferro'
93,116,114,11,15,16,41,'Laminas de Ferro'
196,214,198,7,10,10,27,'Laminas de Ferro'
165,258,259,9,12,13,32,'Laminas de Ferro'
137,504,526,10,13,15,37,'Laminas de Ferro'
126,684,680,9,12,13,33,'Laminas de Ferro'
122,624,637,13,18,20,50,'Laminas de Ferro'
103,559,554,9,12,13,34,'Laminas de Ferro'
115,336,327,13,20,21,52,'Laminas de Ferro'
110,73,116,9,12,13,34,'Laminas de Ferro'
113,153,167,10,14,15,38,'Laminas de Ferro'
150,254,267,8,11,12,30,'Laminas de Ferro'
112,357,401,12,17,19,47,'Laminas de Ferro'
134,714,721,8,11,11,28,'Laminas de Ferro'
126,674,708,11,15,16,41,'Laminas de Ferro'
120,620,669,7,10,10,25,'Laminas de Ferro'
131,505,517,10,13,15,37,'Laminas de Ferro'
131,124,163,8,11,11,27,'Laminas de Ferro'
84,99,89,12,18,19,47,'Laminas de Ferro'
109,130,141,11,14,16,40,'Laminas de Ferro'
85,201,193,12,17,18,47,'Laminas de Ferro'
83,522,570,8,9,10,22,'Laminas de Ferro'
152,669,696,9,12,13,32,'Laminas de Ferro'
537,816,754,3,4,5,13,'Laminas de Ferro'
147,567,592,8,11,11,28,'Laminas de Ferro'
617,443,353,7,9,10,25,'Laminas de Ferro'
284,148,153,11,15,16,55,'Laminas de Ferro'
566,307,236,7,10,10,26,'Laminas de Ferro'
138,181,214,7,10,10,27,'Laminas de Ferro'
114,419,478,10,13,15,38,'Laminas de Ferro'
312,736,722,7,8,9,22,'Laminas de Ferro'
764,915,833,7,8,9,23,'Laminas de Ferro'
532,765,731,5,7,7,17,'Laminas de Ferro'
146,349,376,6,9,9,22,'Laminas de Ferro'
101,84,101,7,10,11,26,'Laminas de Ferro'
93,101,117,9,10,11,27,'Laminas de Ferro'
101,145,157,6,8,9,21,'Laminas de Ferro'
91,355,389,9,11,12,29,'Laminas de Ferro'
658,879,763,10,12,13,34,'Laminas de Ferro'
97,677,708,8,10,11,27,'Laminas de Ferro'
147,641,658,6,7,8,20,'Laminas de Ferro'
105,508,524,8,11,12,30,'Laminas de Ferro'
133,185,208,9,11,12,31,'Laminas de Ferro'
115,70,112,8,10,10,27,'Laminas de Ferro'
95,134,168,7,9,10,24,'Laminas de Ferro'
111,182,202,8,11,11,28,'Laminas de Ferro'
79,460,519,13,18,19,47,'Laminas de Ferro'
294,758,763,9,12,13,32,'Laminas de Ferro'
92,658,691,8,10,11,27,'Laminas de Ferro'
423,718,651,9,12,13,33,'Laminas de Ferro'
345,526,472,10,16,15,38,'Laminas de Ferro'
71,111,118,14,20,21,52,'Laminas de Ferro'
121,85,69,10,14,15,38,'Laminas de Ferro'
82,130,136,15,21,22,58,'Laminas de Ferro'
76,212,213,11,15,16,40,'Laminas de Ferro'
91,531,548,15,21,23,58,'Laminas de Ferro'
475,838,778,11,13,14,37,'Laminas de Ferro'
86,623,658,16,21,23,58,'Laminas de Ferro'
154,606,588,8,11,12,33,'Laminas de Ferro'
715,650,507,13,16,17,43,'Laminas de Ferro'
68,71,101,17,23,25,62,'Laminas de Ferro'
80,49,76,10,13,14,37,'Laminas de Ferro'
69,136,144,18,25,25,66,'Laminas de Ferro'
74,234,236,13,17,18,47,'Laminas de Ferro'
143,534,545,17,23,24,62,'Laminas de Ferro'
368,793,753,10,14,14,37,'Laminas de Ferro'
74,234,236,13,17,18,47,'Laminas de Ferro'
143,534,545,17,23,24,62,'Laminas de Ferro'
368,793,753,10,14,14,37,'Laminas de Ferro'
78,642,669,19,25,26,66,'Laminas de Ferro'
485,732,702,12,16,17,45,'Laminas de Ferro'
72,363,384,12,22,20,52,'Laminas de Ferro'
731,358,246,9,14,15,40,'Laminas de Ferro'
341,217,192,12,16,17,45,'Laminas de Ferro'
697,404,337,12,16,17,43,'Laminas de Ferro'
104,294,374,11,14,15,38,'Laminas de Ferro'
426,759,749,9,15,16,41,'Laminas de Ferro'
108,696,763,6,9,10,24,'Laminas de Ferro'
87,632,677,8,13,13,32,'Laminas de Ferro'
107,521,563,6,9,10,25,'Laminas de Ferro'
86,166,191,8,12,13,33,'Laminas de Ferro'
94,86,90,9,14,15,37,'Laminas de Ferro'
100,148,154,10,14,15,37,'Laminas de Ferro'
674,375,295,9,14,14,35,'Laminas de Ferro'
113,470,508,10,15,16,40,'Laminas de Ferro'
108,674,718,9,13,15,35,'Laminas de Ferro'
93,666,725,10,13,14,35,'Laminas de Ferro'
104,614,647,8,12,12,33,'Laminas de Ferro'
104,426,447,8,12,12,30,'Laminas de Ferro'
103,93,89,10,13,14,37,'Laminas de Ferro'
647,285,170,9,13,14,38,'Laminas de Ferro'
528,312,261,9,14,14,35,'Laminas de Ferro'
772,433,376,7,10,10,26,'Laminas de Ferro'
432,668,694,10,15,16,41,'Laminas de Ferro'
162,692,771,14,23,23,62,'Laminas de Ferro'
259,708,705,7,10,12,29,'Laminas de Ferro'
67,561,580,15,24,24,62,'Laminas de Ferro'
74,348,316,9,13,14,34,'Laminas de Ferro'
372,147,101,6,9,10,26,'Laminas de Ferro'
282,140,112,17,25,25,66,'Laminas de Ferro'
308,201,182,9,14,15,38,'Laminas de Ferro'
254,273,273,18,24,25,66,'Laminas de Ferro'
600,728,681,7,10,10,25,'Laminas de Ferro'
70,661,738,15,23,25,62,'Laminas de Ferro'
411,770,725,11,17,17,45,'Laminas de Ferro'
65,554,586,9,14,14,37,'Laminas de Ferro'
105,364,341,18,25,25,66,'Laminas de Ferro'
111,47,36,8,12,12,29,'Laminas de Ferro'
60,37,28,16,24,25,62,'Laminas de Ferro'
139,113,103,8,11,12,29,'Laminas de Ferro'
70,175,182,17,27,27,71,'Laminas de Ferro'
570,688,632,12,15,16,40,'Laminas de Ferro'
70,650,690,9,14,15,38,'Laminas de Ferro'
519,805,739,16,23,23,62,'Laminas de Ferro'
366,657,652,9,13,14,35,'Laminas de Ferro'
246,450,422,14,22,23,62,'Laminas de Ferro'
462,229,153,7,9,10,25,'Laminas de Ferro'
473,225,174,15,23,24,62,'Laminas de Ferro'
535,315,272,7,11,11,27,'Laminas de Ferro'
147,212,277,10,14,14,38,'Laminas de Ferro'
676,763,706,10,14,14,37,'Laminas de Ferro'
71,655,716,12,19,18,47,'Laminas de Ferro'
659,881,783,10,15,16,40,'Laminas de Ferro'
827,870,765,10,14,15,38,'Laminas de Ferro'
860,671,561,11,15,16,43,'Laminas de Ferro'
927,412,336,6,10,11,28,'Laminas de Ferro'
227,117,205,16,25,26,66,'Laminas de Ferro'
912,481,393,9,13,13,37,'Laminas de Ferro'
453,344,408,15,23,23,62,'Laminas de Ferro'
899,879,819,8,12,12,34,'Laminas de Ferro'
686,917,924,7,10,11,27,'Laminas de Ferro'
922,948,903,8,11,12,33,'Laminas de Ferro'
279,626,711,17,26,27,66,'Laminas de Ferro'
586,508,455,7,9,10,25,'Laminas de Ferro'
667,306,260,11,16,17,45,'Laminas de Ferro'
878,410,316,7,10,11,34,'Laminas de Ferro'
588,330,343,13,18,20,52,'Laminas de Ferro'
638,442,457,7,9,10,25,'Laminas de Ferro'
137,567,672,12,17,21,47,'Laminas de Ferro'
529,849,810,13,18,19,50,'Laminas de Ferro'
86,599,658,10,15,16,40,'Laminas de Ferro'
584,742,679,12,18,19,50,'Laminas de Ferro'
675,554,448,12,16,17,45,'Laminas de Ferro'
605,281,218,12,18,19,50,'Laminas de Ferro'
748,347,293,12,19,18,47,'Laminas de Ferro'
799,410,378,10,15,16,41,'Laminas de Ferro'
755,497,502,11,16,17,45,'Laminas de Ferro'
816,862,853,9,12,13,34,'Laminas de Ferro'
723,898,885,7,10,12,29,'Laminas de Ferro'
729,837,837,12,16,17,45,'Laminas de Ferro'
524,728,742,12,17,18,50,'Laminas de Ferro'
682,550,486,11,15,18,41,'Laminas de Ferro'
689,287,239,9,11,12,31,'Laminas de Ferro'
711,330,269,7,10,11,28,'Laminas de Ferro'
880,440,370,10,14,14,37,'Laminas de Ferro'
744,455,449,10,15,15,40,'Laminas de Ferro'
879,849,821,10,14,14,38,'Laminas de Ferro'
783,921,904,11,16,16,43,'Laminas de Ferro'
912,928,902,8,12,12,33,'Laminas de Ferro'
798,827,815,10,15,16,41,'Laminas de Ferro'
894,619,551,7,9,10,25,'Laminas de Ferro'
695,316,313,9,12,13,34,'Laminas de Ferro'
745,366,333,12,17,17,45,'Laminas de Ferro'
781,405,395,9,13,14,35,'Laminas de Ferro'
738,520,521,10,15,16,41,'Laminas de Ferro'
687,799,826,7,10,11,27,'Laminas de Ferro'
898,940,916,6,9,9,23,'Laminas de Ferro'
685,829,830,12,17,18,47,'Laminas de Ferro'
733,794,789,6,9,10,24,'Laminas de Ferro'
593,483,464,12,15,16,43,'Laminas de Ferro'
718,337,278,10,15,15,40,'Laminas de Ferro'
761,345,315,10,15,15,38,'Laminas de Ferro'
747,421,378,9,14,15,38,'Laminas de Ferro'
778,497,491,9,12,13,45,'Laminas de Ferro'
879,871,836,6,8,8,22,'Laminas de Ferro'
517,824,869,11,16,19,45,'Laminas de Ferro'
842,898,858,8,11,11,30,'Laminas de Ferro'
758,786,773,9,12,13,34,'Laminas de Ferro'
866,601,513,6,8,8,22,'Laminas de Ferro'
670,298,290,12,17,18,47,'Laminas de Ferro'
872,433,367,6,9,9,23,'Laminas de Ferro'
547,311,341,12,18,18,50,'Laminas de Ferro'
617,494,497,11,15,16,43,'Laminas de Ferro'
908,959,900,6,9,10,25,'Laminas de Ferro'
884,989,940,11,15,15,41,'Laminas de Ferro'
744,885,867,14,19,20,52,'Laminas de Ferro'
457,710,725,11,17,18,47,'Laminas de Ferro'
345,367,363,9,14,16,38,'Laminas de Ferro'
578,216,198,12,17,18,47,'Laminas de Ferro'
360,169,168,10,15,16,40,'Laminas de Ferro'
180,155,191,11,15,17,40,'Laminas de Ferro'
68,227,299,14,18,18,47,'Laminas de Ferro'
69,563,605,10,15,16,40,'Laminas de Ferro'
81,673,694,9,15,14,37,'Laminas de Ferro'
83,639,663,8,11,12,31,'Laminas de Ferro'
56,565,574,12,17,17,45,'Laminas de Ferro'
43,611,642,12,16,17,45,'Laminas de Ferro'
43,549,555,5,6,7,16,'Laminas de Ferro'
43,194,194,7,8,9,22,'Laminas de Ferro'
42,17,61,6,7,8,18,'Laminas de Ferro'
43,51,94,8,10,11,27,'Laminas de Ferro'
44,111,132,8,10,11,27,'Laminas de Ferro'
44,288,326,9,12,12,31,'Laminas de Ferro'
45,607,641,19,27,28,71,'Laminas de Ferro'
44,669,725,19,27,28,71,'Laminas de Ferro'
45,612,647,12,16,17,41,'Laminas de Ferro'
44,553,564,14,17,19,47,'Laminas de Ferro'
43,299,297,17,25,25,66,'Laminas de Ferro'
43,6,15,13,16,18,45,'Laminas de Ferro'
44,1,18,17,23,23,62,'Laminas de Ferro'
44,69,85,16,21,21,55,'Laminas de Ferro'
47,128,148,14,20,20,55,'Laminas de Ferro'
45,400,432,18,25,25,111,'Laminas de Ferro'
47,666,670,15,21,22,55,'Laminas de Ferro'
48,654,655,18,27,27,71,'Laminas de Ferro'
56,610,595,17,23,24,62,'Laminas de Ferro'
53,530,521,18,26,27,66,'Laminas de Ferro'
55,204,167,16,23,25,62,'Laminas de Ferro'
51,5,39,22,29,30,76,'Laminas de Ferro'
48,39,168,15,22,23,58,'Laminas de Ferro'
61,102,190,17,27,34,71,'Laminas de Ferro'
46,173,233,18,27,27,66,'Laminas de Ferro'
48,510,560,18,25,27,66,'Laminas de Ferro'
102,693,660,14,18,20,50,'Laminas de Ferro'
62,649,662,15,25,22,55,'Laminas de Ferro'
54,590,595,14,20,21,52,'Laminas de Ferro'
53,411,388,16,22,22,55,'Laminas de Ferro'
56,83,70,15,21,21,52,'Laminas de Ferro'
62,23,13,17,22,23,58,'Laminas de Ferro'
58,71,84,15,21,22,52,'Laminas de Ferro'
66,133,134,15,20,22,52,'Laminas de Ferro'
57,304,338,10,13,14,34,'Laminas de Ferro'
58,640,652,10,13,14,34,'Laminas de Ferro'
70,673,680,13,17,18,45,'Laminas de Ferro'
140,646,637,14,17,20,47,'Laminas de Ferro'
73,559,567,12,15,17,41,'Laminas de Ferro'
72,252,230,11,17,16,40,'Laminas de Ferro'
66,4,13,13,18,20,47,'Laminas de Ferro'
178,79,59,10,13,14,34,'Laminas de Ferro'
69,97,108,7,8,9,19,'Laminas de Ferro'
70,207,251,9,11,12,27,'Laminas de Ferro'
132,636,629,6,7,8,17,'Laminas de Ferro'
214,732,726,6,7,8,18,'Laminas de Ferro'
197,671,676,7,8,8,17,'Laminas de Ferro'
78,551,557,7,8,8,18,'Laminas de Ferro'
96,169,167,6,7,8,17,'Laminas de Ferro'
175,56,64,6,6,7,15,'Laminas de Ferro'
208,129,100,6,7,8,18,'Laminas de Ferro'
152,212,183,6,7,7,15,'Laminas de Ferro'
64,456,484,6,7,8,17,'Laminas de Ferro'
96,683,711,7,9,9,21,'Laminas de Ferro'
98,642,681,9,12,12,30,'Laminas de Ferro'
82,601,602,13,16,17,41,'Laminas de Ferro'
72,435,424,16,22,23,58,'Laminas de Ferro'
54,88,91,13,17,18,47,'Laminas de Ferro'
51,10,20,14,19,23,50,'Laminas de Ferro'
53,65,82,15,22,23,55,'Laminas de Ferro'
51,124,131,15,22,23,58,'Laminas de Ferro'
89,369,386,9,12,15,32,'Laminas de Ferro'
61,632,651,18,25,25,62,'Laminas de Ferro'
63,665,687,12,16,17,41,'Laminas de Ferro'
55,600,610,12,16,17,41,'Laminas de Ferro'
54,439,533,6,10,10,29,'Laminas de Ferro'
55,41,99,14,19,20,52,'Laminas de Ferro'
54,4,8,15,21,21,55,'Laminas de Ferro'
55,40,64,13,20,19,47,'Laminas de Ferro'
53,114,126,14,18,19,52,'Laminas de Ferro'
60,214,296,13,17,18,45,'Laminas de Ferro'
53,624,634,9,14,14,40,'Laminas de Ferro'
53,664,713,16,18,20,50,'Laminas de Ferro'
58,632,652,9,14,15,38,'Laminas de Ferro'
55,553,584,11,16,17,43,'Laminas de Ferro'
51,257,326,7,11,12,33,'Laminas de Ferro'
50,4,32,12,17,18,45,'Laminas de Ferro'
50,12,7,12,16,17,41,'Laminas de Ferro'
49,81,220,13,17,19,47,'Laminas de Ferro'
54,171,246,14,18,19,47,'Laminas de Ferro'
51,377,453,16,22,23,58,'Laminas de Ferro'
52,673,727,12,16,17,41,'Laminas de Ferro'
52,669,701,11,17,18,50,'Laminas de Ferro'
58,595,631,12,16,17,41,'Laminas de Ferro'
45,480,549,9,15,16,43,'Laminas de Ferro'
60,58,119,13,17,18,45,'Laminas de Ferro'
49,0,10,12,17,17,71,'Laminas de Ferro'
56,33,58,9,13,13,32,'Laminas de Ferro'
49,97,107,10,15,15,43,'Laminas de Ferro'
49,222,223,14,18,19,50,'Laminas de Ferro'
46,696,689,7,10,12,28,'Laminas de Ferro'
46,678,743,17,22,22,55,'Laminas de Ferro'
52,638,693,9,13,14,35,'Laminas de Ferro'
54,570,601,14,19,19,47,'Laminas de Ferro'
67,334,424,5,7,7,20,'Laminas de Ferro'
55,10,35,12,15,16,40,'Laminas de Ferro'
67,49,35,6,10,10,27,'Laminas de Ferro'
61,134,121,7,10,10,29,'Laminas de Ferro'
62,294,240,6,9,10,26,'Laminas de Ferro'
54,570,569,11,14,15,38,'Laminas de Ferro'
77,679,742,5,8,8,23,'Laminas de Ferro'
57,653,700,12,16,16,41,'Laminas de Ferro'
63,555,586,11,15,15,38,'Laminas de Ferro'
59,427,455,14,19,20,50,'Laminas de Ferro'
64,17,93,12,15,16,40,'Laminas de Ferro'
56,17,14,10,13,14,34,'Laminas de Ferro'
56,86,100,14,17,18,45,'Laminas de Ferro'
60,177,166,7,10,11,30,'Laminas de Ferro'
65,461,435,13,16,17,43,'Laminas de Ferro'
63,681,716,9,12,14,37,'Laminas de Ferro'
57,667,712,9,12,12,30,'Laminas de Ferro'
56,595,630,8,11,12,43,'Laminas de Ferro'
56,449,523,10,14,14,35,'Laminas de Ferro'
54,15,116,9,12,13,37,'Laminas de Ferro'
52,0,26,13,17,18,43,'Laminas de Ferro'
53,54,69,9,13,13,37,'Laminas de Ferro'
52,130,123,13,17,18,45,'Laminas de Ferro'
52,236,226,9,14,14,40,'Laminas de Ferro'
52,678,665,12,15,16,43,'Laminas de Ferro'
50,687,753,9,14,13,38,'Laminas de Ferro'
52,623,674,12,15,16,38,'Laminas de Ferro'
53,520,586,7,9,10,27,'Laminas de Ferro'
51,337,389,9,12,12,29,'Laminas de Ferro'
85,52,67,4,7,7,20,'Laminas de Ferro'
75,36,64,11,16,16,40,'Laminas de Ferro'
69,140,127,6,9,9,25,'Laminas de Ferro'
61,216,220,10,14,15,35,'Laminas de Ferro'
81,688,603,7,9,10,21,'Laminas de Ferro'
96,689,762,5,7,8,21,'Laminas de Ferro'
94,638,679,10,13,14,34,'Laminas de Ferro'
84,575,597,8,11,11,30,'Laminas de Ferro'
75,358,387,12,16,17,41,'Laminas de Ferro'
84,31,77,8,12,14,37,'Laminas de Ferro'
72,28,36,7,10,10,27,'Laminas de Ferro'
70,80,87,8,15,15,38,'Laminas de Ferro'
100,220,174,7,9,10,23,'Laminas de Ferro'
88,517,494,5,8,8,23,'Laminas de Ferro'54,171,246,14,18,19,47,'Laminas de Ferro'
51,377,453,16,22,23,58,'Laminas de Ferro'
52,673,727,12,16,17,41,'Laminas de Ferro'
52,669,701,11,17,18,50,'Laminas de Ferro'
58,595,631,12,16,17,41,'Laminas de Ferro'
45,480,549,9,15,16,43,'Laminas de Ferro'
60,58,119,13,17,18,45,'Laminas de Ferro'
49,0,10,12,17,17,71,'Laminas de Ferro'
56,33,58,9,13,13,32,'Laminas de Ferro'
49,97,107,10,15,15,43,'Laminas de Ferro'
49,222,223,14,18,19,50,'Laminas de Ferro'
46,696,689,7,10,12,28,'Laminas de Ferro'
46,678,743,17,22,22,55,'Laminas de Ferro'
52,638,693,9,13,14,35,'Laminas de Ferro'
54,570,601,14,19,19,47,'Laminas de Ferro'
67,334,424,5,7,7,20,'Laminas de Ferro'
55,10,35,12,15,16,40,'Laminas de Ferro'
67,49,35,6,10,10,27,'Laminas de Ferro'
61,134,121,7,10,10,29,'Laminas de Ferro'
62,294,240,6,9,10,26,'Laminas de Ferro'
54,570,569,11,14,15,38,'Laminas de Ferro'
77,679,742,5,8,8,23,'Laminas de Ferro'
57,653,700,12,16,16,41,'Laminas de Ferro'
63,555,586,11,15,15,38,'Laminas de Ferro'
59,427,455,14,19,20,50,'Laminas de Ferro'
64,17,93,12,15,16,40,'Laminas de Ferro'
56,17,14,10,13,14,34,'Laminas de Ferro'
56,86,100,14,17,18,45,'Laminas de Ferro'
60,177,166,7,10,11,30,'Laminas de Ferro'
65,461,435,13,16,17,43,'Laminas de Ferro'
63,681,716,9,12,14,37,'Laminas de Ferro'
57,667,712,9,12,12,30,'Laminas de Ferro'
56,595,630,8,11,12,43,'Laminas de Ferro'
56,449,523,10,14,14,35,'Laminas de Ferro'
54,15,116,9,12,13,37,'Laminas de Ferro'
52,0,26,13,17,18,43,'Laminas de Ferro'
53,54,69,9,13,13,37,'Laminas de Ferro'
52,130,123,13,17,18,45,'Laminas de Ferro'
52,236,226,9,14,14,40,'Laminas de Ferro'
52,678,665,12,15,16,43,'Laminas de Ferro'
50,687,753,9,14,13,38,'Laminas de Ferro'
52,623,674,12,15,16,38,'Laminas de Ferro'
53,520,586,7,9,10,27,'Laminas de Ferro'
51,337,389,9,12,12,29,'Laminas de Ferro'
85,52,67,4,7,7,20,'Laminas de Ferro'
75,36,64,11,16,16,40,'Laminas de Ferro'
69,140,127,6,9,9,25,'Laminas de Ferro'
61,216,220,10,14,15,35,'Laminas de Ferro'
81,688,603,7,9,10,21,'Laminas de Ferro'
96,689,762,5,7,8,21,'Laminas de Ferro'
94,638,679,10,13,14,34,'Laminas de Ferro'
84,575,597,8,11,11,30,'Laminas de Ferro'
75,358,387,12,16,17,41,'Laminas de Ferro'
84,31,77,8,12,14,37,'Laminas de Ferro'
72,28,36,7,10,10,27,'Laminas de Ferro'
70,80,87,8,15,15,38,'Laminas de Ferro'
100,220,174,7,9,10,23,'Laminas de Ferro'
88,517,494,5,8,8,23,'Laminas de Ferro'
82,682,733,12,14,15,37,'Laminas de Ferro'
74,671,723,6,9,10,27,'Laminas de Ferro'
75,592,647,13,17,18,45,'Laminas de Ferro'
81,466,557,5,8,8,23,'Laminas de Ferro'
68,8,110,10,13,14,34,'Laminas de Ferro'
62,14,60,7,11,11,31,'Laminas de Ferro'
64,66,93,9,11,12,28,'Laminas de Ferro'
66,172,139,6,9,10,27,'Laminas de Ferro'
56,413,409,12,16,16,38,'Laminas de Ferro'
76,691,688,5,8,9,23,'Laminas de Ferro'
